id,fold,y_true,catboost_prediction,catboost_class
00008ff9,4,2,0.49619984456834376,0
000fd460,4,0,0.3453481007400619,0
00105258,1,0,0.5695634975559732,1
00115b9f,1,1,0.2721310299160287,0
001f3379,4,1,0.5258157191132382,0
0038ba98,2,0,0.6503025862700629,1
00abe655,4,0,0.5705906803469682,1
00ae59c9,1,1,0.8857289839536174,1
00c0cd71,5,2,0.4355003610814684,0
00d56d4b,2,0,0.07274134789592157,0
00e6167c,3,0,0.5535574619215236,0
00f332d1,4,1,0.941555091996966,1
00f574e9,1,0,1.0791206384009457,2
01085eb3,1,0,1.0210272684099149,2
01182ce3,5,2,1.4909580446919575,2
011e71c3,3,0,0.8412150997443782,1
012cadd8,2,0,0.3283782124586572,0
012e3869,4,0,0.08615675454218835,0
014c303e,5,0,0.3483430883750405,0
015ba5b1,2,2,1.2930968362368889,2
01cae1ef,3,0,0.6647749696713399,1
02073150,2,0,0.26561352359581203,0
0219f64a,1,2,0.544189928697756,1
02347f13,1,0,0.831928011781734,1
026102c4,1,0,0.17353902930330206,0
02648a1c,4,0,0.6367525955630113,1
026fcbc3,2,0,0.6918477287663146,1
029a19c9,5,1,0.8756618842412208,1
02a01f18,2,0,0.207155132556138,0
02c4cf7f,5,1,0.40729219350905876,0
02cebf33,3,1,1.095467922618316,2
02cf7384,2,0,0.8987314915747366,1
02dcf62a,5,0,0.34556977053513804,0
02e56a7c,4,0,0.30055473015277834,0
0347462d,5,1,1.15633433260526,2
034f923b,2,0,1.1880935310831804,2
0357a10e,4,1,0.36192462289738003,0
035c96dd,1,0,0.489964888130538,1
0380e709,2,2,0.5487428418844454,1
03833cec,1,0,0.16248580544545227,0
0391e587,5,2,0.48978890680243925,0
03a5c2d6,1,0,0.5641835534752554,1
03a9019b,3,1,0.5354485044508045,0
03bf5026,1,0,0.40533767568533496,0
03f1c1c8,2,2,0.8358398515822478,1
0417c91e,5,0,0.05752663142562997,0
04370442,5,2,0.2772703771893781,0
045a0a94,2,2,1.216201619149849,2
0471236c,5,0,0.08233314903645744,0
0499c3e8,1,1,0.7597287074744784,1
04ad419d,5,0,0.4438690355150083,0
04af8fdd,2,0,0.5051634587571788,0
04afb6f9,4,2,0.7161375232372169,1
04b3cc70,4,0,0.3592634454032073,0
04bb1a76,3,2,0.7774116698749785,1
04cb2c30,2,1,0.42452555231249506,0
04d06a9c,5,1,0.5673045555285006,0
04dc7df1,3,1,0.36773738576987774,0
04f094a8,1,1,0.7132047463887541,1
0506b9cd,1,1,1.376039514632615,3
051680a0,1,1,0.42856589821030455,0
051f73ae,1,0,0.504162714531364,1
052a1122,5,1,0.5227432460616824,0
053d7d31,5,0,0.6074782525854477,0
055156e2,1,2,1.2602220892325942,2
05777ce1,2,2,1.231293395209463,2
058990e9,5,1,0.7972916450972305,1
058d2812,5,2,0.9700772370615444,2
0598f669,3,0,0.423176015836101,0
059e02ab,1,1,0.9043385001943016,1
059eed01,5,0,0.18074681752995447,0
05bbed1b,4,0,0.020133009771623134,0
05bc318e,1,1,0.8496882712098404,1
05d3d73a,3,0,0.24015666417049575,0
05db1b9b,2,0,0.3859077712696336,0
05e67680,4,0,0.5593856550427899,0
05e94f88,1,0,0.4026225271168413,0
05f2d1b5,1,0,0.2808820046440774,0
0610c066,5,0,0.09131545197183244,0
061f2866,5,2,1.232038601685459,2
0632d98a,1,0,0.47499000324742263,0
063353cc,5,0,0.9641514861059506,2
063b16fc,2,1,0.8967203517090814,1
06472198,5,0,0.11225020028925764,0
064e8da5,4,0,0.02229978404545585,0
065801e3,2,0,0.6436504845138855,1
066343d4,3,0,0.42566501656470346,0
0668373f,4,2,0.3769501570810138,0
0676ead5,5,0,0.4161587087930717,0
067b9287,3,1,0.5082277713744084,0
067de065,5,0,0.1632700472976566,0
06c7dcff,1,0,0.4788512435723534,0
06c8b2fb,2,0,0.04475410701101412,0
06eb8adb,3,0,0.1703200171653933,0
06ec8be3,2,1,0.3335607285878376,0
070386b2,2,0,0.5048202418934095,0
07048067,3,1,0.742906320210561,1
0720320e,5,0,0.7060411002666995,1
0745c390,4,1,0.5819475690990742,1
077ac7a2,2,1,0.2735570644377258,0
07d879cf,3,1,0.7920701963094262,1
080698b7,1,0,0.652451854259914,1
08159c5e,3,0,0.7013464267955335,1
082df556,5,0,0.7076630824798708,1
0844aee7,5,1,0.32480746598138777,0
08577722,5,0,0.17405178214844613,0
08660d12,2,2,0.9392117910565618,2
086d6e7f,2,0,0.18696274348483777,0
0884aca8,4,0,0.5191740977163377,0
089a6b19,3,0,0.9693475722770499,2
08fa44ad,4,1,0.3618590501591017,0
09039272,5,0,0.3345415887116452,0
092494ec,2,1,1.247648353141284,2
0924b815,4,1,0.1430725949071554,0
092c29b9,1,0,0.202210454180747,0
09331bb8,5,2,0.9967384672572893,2
096bf063,2,2,0.7221899444860207,1
0983654b,1,0,0.37084646058841564,0
098b5836,1,2,1.2949183377381548,2
098d3c32,3,0,0.4465757799945548,0
099e3614,1,0,0.5539468933760182,1
09b29113,1,0,0.18192416610186857,0
09d80057,3,1,0.30102889678072814,0
09eeaba6,5,0,0.1264030697929402,0
09eeec14,2,2,0.4031144540373276,0
09f44fd2,2,0,0.2435524604544151,0
0a1afc11,2,0,0.24564081754459222,0
0a418b57,1,1,0.6912147784766471,1
0a431608,5,0,1.1448033103363118,2
0a4b1425,5,0,0.20960082981822248,0
0a540797,4,0,0.40689011260942415,0
0a5f1214,5,0,0.3739330713423842,0
0a775819,3,2,1.2438959645502166,2
0a822c93,3,1,0.9727792236723096,2
0a9159f8,3,0,0.4999599769129065,0
0a995f99,2,0,0.3945385117511344,0
0aa90ce7,4,0,0.5045302109531017,0
0aaf08ec,4,1,0.6119153143027263,1
0ac521c8,4,3,0.9999990908132879,2
