id,outer_fold,inner_fold,y_true,catboost_prediction
00008ff9,1,2,2,0.5194901206395359
000fd460,1,2,0,0.3506434210565379
001f3379,1,3,1,0.6333832792387013
0038ba98,1,2,0,0.6776595438464748
00abe655,1,2,0,0.5570373164886627
00c0cd71,1,2,2,0.44242217124783484
00d56d4b,1,1,0,0.0665393542783902
00e6167c,1,2,0,0.5578939816220195
00f332d1,1,3,1,0.9416231766967758
01182ce3,1,2,2,1.2617953115911285
011e71c3,1,2,0,0.8560461379209996
012cadd8,1,1,0,0.3484120148018909
012e3869,1,1,0,0.09382183185239662
014c303e,1,2,0,0.3063528759876223
015ba5b1,1,3,2,1.0415028676827291
01cae1ef,1,2,0,0.6652950055581087
02073150,1,2,0,0.1943511079199684
02648a1c,1,2,0,0.6100294275482763
026fcbc3,1,1,0,0.6919134134766162
029a19c9,1,3,1,0.9286689797492768
02a01f18,1,3,0,0.22318478797404434
02c4cf7f,1,1,1,0.4471405072898466
02cebf33,1,1,1,1.0991282503768693
02cf7384,1,3,0,0.7564716691491783
02dcf62a,1,2,0,0.4058832492092137
02e56a7c,1,2,0,0.4160048647369404
0347462d,1,2,1,1.036525034820799
034f923b,1,2,0,0.9962288542612034
0357a10e,1,1,1,0.3469660429718653
0380e709,1,3,2,0.5291269302050495
0391e587,1,3,2,0.5627901209569476
03a9019b,1,3,1,0.5347751144787342
03f1c1c8,1,3,2,0.8504831389316869
0417c91e,1,1,0,0.033937068990875785
04370442,1,3,2,0.24291800849557982
045a0a94,1,1,2,1.1130790708780176
0471236c,1,3,0,0.07214465345849064
04ad419d,1,2,0,0.45977011864966744
04af8fdd,1,2,0,0.4687522869729159
04afb6f9,1,1,2,0.7547320105351095
04b3cc70,1,2,0,0.4612349374115907
04bb1a76,1,3,2,0.7008376558411298
04cb2c30,1,3,1,0.45578909828948855
04d06a9c,1,1,1,0.5052319345714053
04dc7df1,1,3,1,0.409586995912023
052a1122,1,3,1,0.36608761718304983
053d7d31,1,1,0,0.5997579021169148
