id,fold,y_true,catboost_prediction,catboost_class
00008ff9,4,2,0.4794734667337554,0
000fd460,4,0,0.36721763095536963,0
00105258,1,0,0.5490704976672829,1
00115b9f,1,1,0.2861099468027667,0
001f3379,4,1,0.5370340625138317,0
0038ba98,2,0,0.657573942105036,1
00abe655,4,0,0.5335095762270259,0
00ae59c9,1,1,0.8114375788829524,1
00c0cd71,5,2,0.4415084895617999,0
00d56d4b,2,0,0.05246703576471645,0
00e6167c,3,0,0.5679415538967942,1
00f332d1,4,1,0.9371793143687939,2
00f574e9,1,0,1.0275458048672794,2
01085eb3,1,0,1.042121398938019,2
01182ce3,5,2,1.4581253182639824,2
011e71c3,3,0,0.8281111365704072,1
012cadd8,2,0,0.29708391418355895,0
012e3869,4,0,0.09655828830163038,0
014c303e,5,0,0.3498341424475661,0
015ba5b1,2,2,1.307829548098395,2
01cae1ef,3,0,0.6747167160328258,1
02073150,2,0,0.24739961147475475,0
0219f64a,1,2,0.5546758417267948,1
02347f13,1,0,0.8539344816145591,1
026102c4,1,0,0.1714137119585109,0
02648a1c,4,0,0.6459413866739679,1
026fcbc3,2,0,0.6715499613072761,1
029a19c9,5,1,0.8958047275904635,1
02a01f18,2,0,0.1883010760618009,0
02c4cf7f,5,1,0.40165462193857837,0
02cebf33,3,1,1.058457302470081,2
02cf7384,2,0,0.980170254057511,1
02dcf62a,5,0,0.3414297797928463,0
02e56a7c,4,0,0.2867192780983214,0
0347462d,5,1,1.1561492768649604,2
034f923b,2,0,1.257901400752193,2
0357a10e,4,1,0.354480988016462,0
035c96dd,1,0,0.5278416580042264,1
0380e709,2,2,0.4640120451610419,0
03833cec,1,0,0.2014858027446862,0
0391e587,5,2,0.5016897640501612,0
03a5c2d6,1,0,0.5732326406308839,1
03a9019b,3,1,0.560487988250422,1
03bf5026,1,0,0.4316167532760662,0
03f1c1c8,2,2,0.864829370361164,1
0417c91e,5,0,0.053947682684179266,0
04370442,5,2,0.30717229780509825,0
045a0a94,2,2,1.2899299300876703,2
0471236c,5,0,0.09188005615490002,0
0499c3e8,1,1,0.72002061599629,1
04ad419d,5,0,0.4424445890907456,0
04af8fdd,2,0,0.472484891050435,0
04afb6f9,4,2,0.7238024118549204,1
04b3cc70,4,0,0.35799145187415643,0
04bb1a76,3,2,0.7596853072038483,1
04cb2c30,2,1,0.4179575442371028,0
04d06a9c,5,1,0.5557651375200588,0
04dc7df1,3,1,0.37764619559714474,0
04f094a8,1,1,0.7042073541255086,1
0506b9cd,1,1,1.3580782899146129,2
051680a0,1,1,0.46587310940007404,0
051f73ae,1,0,0.5788176127664288,1
052a1122,5,1,0.5455638063286914,0
053d7d31,5,0,0.6038025507598141,0
055156e2,1,2,1.2503165145301227,2
05777ce1,2,2,1.374211621867198,2
058990e9,5,1,0.7613305232156186,1
058d2812,5,2,0.9049367005004381,1
0598f669,3,0,0.43216358512838093,0
059e02ab,1,1,0.8788977756009417,1
059eed01,5,0,0.19787231997211846,0
05bbed1b,4,0,0.02432339049566734,0
05bc318e,1,1,0.8546412755404672,1
05d3d73a,3,0,0.23257219968026865,0
05db1b9b,2,0,0.4088782269415565,0
05e67680,4,0,0.5463107330878859,0
05e94f88,1,0,0.3877457127369576,0
05f2d1b5,1,0,0.3185169909316447,0
0610c066,5,0,0.1060316141447471,0
061f2866,5,2,1.212249637219583,2
0632d98a,1,0,0.48825770073181063,0
063353cc,5,0,0.9190050592605288,1
063b16fc,2,1,0.9421956763326316,1
06472198,5,0,0.09973713975343595,0
064e8da5,4,0,0.018381160423638354,0
065801e3,2,0,0.7165036604435675,1
066343d4,3,0,0.45170849452839845,0
0668373f,4,2,0.38932800007212476,0
0676ead5,5,0,0.4074298950531544,0
067b9287,3,1,0.5160966834988028,0
067de065,5,0,0.18573951754920093,0
06c7dcff,1,0,0.48657520296420953,0
06c8b2fb,2,0,-0.029322495850413022,0
06eb8adb,3,0,0.17064359534187817,0
06ec8be3,2,1,0.32851302633255763,0
070386b2,2,0,0.510382007075187,0
07048067,3,1,0.727560540746641,1
0720320e,5,0,0.6967536560939195,1
0745c390,4,1,0.5751611565854278,1
077ac7a2,2,1,0.2549089339741057,0
07d879cf,3,1,0.7826484562235659,1
080698b7,1,0,0.6883022575795622,1
08159c5e,3,0,0.7239415534330265,1
082df556,5,0,0.7140162201022217,1
0844aee7,5,1,0.3023626728690384,0
